user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
335,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Fugitive, The (1993)",Clear and Present Danger (1994),Stargate (1994),"Sixth Sense, The (1999)","Terminator, The (1984)",Speed (1994),Die Hard: With a Vengeance (1995),Batman Forever (1995),"Lord of the Rings: The Two Towers, The (2002)",Ace Ventura: Pet Detective (1994),Dances with Wolves (1990),Cliffhanger (1993),Gladiator (2000),Alien (1979),Back to the Future (1985),Waterworld (1995),Aladdin (1992),"Mask, The (1994)",Lethal Weapon (1987),Die Hard (1988),Jurassic Park (1993),Crimson Tide (1995),Mrs. Doubtfire (1993),Apollo 13 (1995)
336,Finding Nemo (2003),"Terminator, The (1984)",Kill Bill: Vol. 1 (2003),Speed (1994),V for Vendetta (2006),"Fugitive, The (1993)","Incredibles, The (2004)",Batman Begins (2005),Kill Bill: Vol. 2 (2004),"Dark Knight, The (2008)","Matrix Reloaded, The (2003)",Lethal Weapon (1987),Mrs. Doubtfire (1993),Knocked Up (2007),Star Wars: Episode II - Attack of the Clones (2002),X2: X-Men United (2003),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),One Flew Over the Cuckoo's Nest (1975),Gladiator (2000),Dances with Wolves (1990),Eternal Sunshine of the Spotless Mind (2004),Ace Ventura: Pet Detective (1994),"Da Vinci Code, The (2006)",Reservoir Dogs (1992),Spider-Man (2002)
337,White Man's Burden (1995),Indiana Jones and the Last Crusade (1989),Star Wars: Episode I - The Phantom Menace (1999),Pulp Fiction (1994),"Terminator, The (1984)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Trek II: The Wrath of Khan (1982),Indiana Jones and the Temple of Doom (1984),Saving Private Ryan (1998),Wild Bill (1995),Die Hard (1988),E.T. the Extra-Terrestrial (1982),"Net, The (1995)",X-Men (2000),Reservoir Dogs (1992),Alien (1979),Aliens (1986),Fargo (1996),Forrest Gump (1994),Goodfellas (1990),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Dangerous Ground (1997),Crooklyn (1994),Mad Love (1995)
338,Guardians of the Galaxy 2 (2017),Untitled Spider-Man Reboot (2017),Coherence (2013),Spider-Man 2 (2004),Star Wars: Episode II - Attack of the Clones (2002),Sin City (2005),X-Men (2000),Star Wars: The Last Jedi (2017),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Pirates of the Caribbean: Dead Man's Chest (2006),X2: X-Men United (2003),"Babe, The (1992)",My Boyfriend's Back (1993),"Adventures of Ford Fairlane, The (1990)","Gas, Food, Lodging (1992)",Leonard Part 6 (1987),"Principal, The (1987)",Man's Best Friend (1993),Ariel (1988),Take Shelter (2011),Kuffs (1992),Push (2009),Comic Book Villains (2002),Let It Ride (1989)
339,One Day in September (1999),"Wild Parrots of Telegraph Hill, The (2003)",Promises (2001),Avengers: Age of Ultron (2015),Hansel & Gretel: Witch Hunters (2013),Hitchcock (2012),"Island, The (2005)",Locke (2013),The Huntsman Winter's War (2016),"Anniversary Party, The (2001)",Muppets Most Wanted (2014),R.I.P.D. (2013),Batman: Under the Red Hood (2010),Batman Beyond: Return of the Joker (2000),Red Heat (1988),Bunraku (2010),Drive Hard (2014),Oscar (1991),Ricki and the Flash (2015),Deadfall (2012),Burke and Hare (2010),Indestructible Man (1956),Beautiful Creatures (2013),The Opposite Sex (2014),Kicking Off (2016)
340,"Terminator, The (1984)",Speed (1994),"Usual Suspects, The (1995)",True Lies (1994),"Lion King, The (1994)",Mrs. Doubtfire (1993),Star Trek II: The Wrath of Khan (1982),Schindler's List (1993),Fight Club (1999),Cliffhanger (1993),"Matrix, The (1999)",Ace Ventura: When Nature Calls (1995),Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Pretty Woman (1990),"Silence of the Lambs, The (1991)",Seven (a.k.a. Se7en) (1995),Snow White and the Seven Dwarfs (1937),Get Shorty (1995),Aliens (1986),Indiana Jones and the Last Crusade (1989),"Client, The (1994)",Disclosure (1994),Saving Private Ryan (1998)
341,Let's Be Cops (2014),War Horse (2011),Batman (1989),Gulliver's Travels (2010),Dragon Ball Z: Resurrection of F (2015),Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Power Rangers (2017),Deepwater Horizon (2016),Underworld: Blood Wars (2016),Silent Hill: Revelation 3D (2012),Batman: The Killing Joke (2016),Teenage Mutant Ninja Turtles: Turtles Forever (2009),Justice League: Doom (2012) ,Geostorm (2017),Shin Godzilla (2016),Michael Jackson's Thriller (1983),T2 3-D: Battle Across Time (1996),Green Lantern: First Flight (2009),Dominion: Prequel to the Exorcist (2005),Kid's Story (2003),Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Blitz (2011),Ringu 0: Bâsudei (2000),Fist Fight (2017),"Haunted House 2, A (2014)"
342,Tango & Cash (1989),Indiana Jones and the Last Crusade (1989),Star Wars: Episode V - The Empire Strikes Back (1980),Hardball (2001),Fever Pitch (1997),Bugsy Malone (1976),Victory (a.k.a. Escape to Victory) (1981),Whatever Works (2009),Hombre (1967),Dreamer: Inspired by a True Story (2005),Mountains of the Moon (1990),Brigham City (2001),Lonely Are the Brave (1962),Nevada Smith (1966),Head On (1998),Full Moon in Blue Water (1988),Hideous Kinky (1998),Evelyn (2002),Talent for the Game (1991),Tom Horn (1980),Switchback (1997),"Good Thief, The (2002)",Memento (2000),"Matrix, The (1999)","Sixth Sense, The (1999)"
343,Star Wars: Episode VI - Return of the Jedi (1983),"Doom Generation, The (1995)",Indiana Jones and the Last Crusade (1989),Star Wars: Episode I - The Phantom Menace (1999),Cinemania (2002),Knocked Up (2007),Spider-Man 2 (2004),"Terminator, The (1984)",Gladiator (2000),Shrek 2 (2004),Back to the Future (1985),Spider-Man (2002),Apocalypse Now (1979),"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Woyzeck (1979),Full Metal Jacket (1987),Pineapple Express (2008),Minority Report (2002),Die Hard (1988),Super Troopers (2001),Harold and Kumar Go to White Castle (2004),Independence Day (a.k.a. ID4) (1996),Brother (2000),Haiku Tunnel (2001),"Big Lebowski, The (1998)"
344,Batman (1989),Pulp Fiction (1994),RoboCop (1987),"Bourne Supremacy, The (2004)",Clear and Present Danger (1994),Indiana Jones and the Last Crusade (1989),Die Hard: With a Vengeance (1995),Batman Forever (1995),X-Men: First Class (2011),X2: X-Men United (2003),The Martian (2015),"Terminator, The (1984)",Spider-Man (2002),Hellboy (2004),Mrs. Doubtfire (1993),Ace Ventura: Pet Detective (1994),Dances with Wolves (1990),Cliffhanger (1993),Captain America: The First Avenger (2011),"Monsters, Inc. (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",Mission: Impossible (1996),"Beautiful Mind, A (2001)",Star Wars: Episode VII - The Force Awakens (2015)
345,After the Fox (Caccia alla volpe) (1966),Presumed Innocent (1990),"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Cube Zero (2004),"Man and a Woman, A (Un homme et une femme) (1966)",Best Seller (1987),"20,000 Leagues Under the Sea (1916)","Christmas Carol, A (Scrooge) (1951)",Duma (2005),"Double Life, A (1947)","Shot in the Dark, A (1964)",Johnny Belinda (1948),Johnny Eager (1942),Show Boat (1951),"Jolson Story, The (1946)",Jonah: A VeggieTales Movie (2002),Dream for an Insomniac (1996),Journeys with George (2002),Silk Stockings (1957),Waco: The Rules of Engagement (1997),Dragon Seed (1944),"Navigator, The (1924)","Hunting of the President, The (2004)",Ghosts of the Abyss (2003),Japanese Story (2003)
346,Moonlight Mile (2002),Secret Ballot (Raye makhfi) (2001),Please Don't Eat the Daisies (1960),Desk Set (1957),Camille Claudel (1988),Imitation of Life (1959),Send Me No Flowers (1964),Opera (1987),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Kagemusha (1980),"Merchant of Venice, The (2004)",Legal Eagles (1986),"Man on the Train (Homme du train, L') (2002)","Wind That Shakes the Barley, The (2006)",That Obscure Object of Desire (Cet obscur objet du désir) (1977),"French Lieutenant's Woman, The (1981)",Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),"Zed & Two Noughts, A (1985)","Element of Crime, The (Forbrydelsens Element) (1984)",Ex Drummer (2007),Tetro (2009),Disgrace (2008),Woyzeck (1979),"Fountainhead, The (1949)","Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
347,Clear and Present Danger (1994),"Terminator, The (1984)",Twister (1996),Star Trek: Generations (1994),Dave (1993),Schindler's List (1993),Addams Family Values (1993),Reservoir Dogs (1992),Aliens (1986),Indiana Jones and the Last Crusade (1989),Disclosure (1994),Saving Private Ryan (1998),Crimson Tide (1995),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Mask, The (1994)",Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Fight Club (1999),Toy Story 2 (1999),Natural Born Killers (1994),Fargo (1996),"Matrix, The (1999)",Groundhog Day (1993),Back to the Future (1985),"Fifth Element, The (1997)"
348,Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Indiana Jones and the Last Crusade (1989),"Pacifier, The (2005)",Star Wars: Episode I - The Phantom Menace (1999),Take the Money and Run (1969),"Terminator, The (1984)",Monty Python's Life of Brian (1979),Alien (1979),"Dark Knight Rises, The (2012)",Back to the Future (1985),Inglourious Basterds (2009),Spider-Man (2002),"Incredibles, The (2004)",Aliens (1986),Batman Forever (1995),Minority Report (2002),Eternal Sunshine of the Spotless Mind (2004),Die Hard (1988),Kill Bill: Vol. 1 (2003),Ferris Bueller's Day Off (1986),Shutter Island (2010),Independence Day (a.k.a. ID4) (1996),Gods and Monsters (1998),Men in Black (a.k.a. MIB) (1997)
349,"Terminator, The (1984)",Braveheart (1995),"Shawshank Redemption, The (1994)","Fugitive, The (1993)",Independence Day (a.k.a. ID4) (1996),Dave (1993),Stargate (1994),Ace Ventura: When Nature Calls (1995),Star Wars: Episode VI - Return of the Jedi (1983),While You Were Sleeping (1995),Fargo (1996),Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),Aliens (1986),Mission: Impossible (1996),Indiana Jones and the Last Crusade (1989),Star Wars: Episode IV - A New Hope (1977),"American President, The (1995)","Matrix, The (1999)",American Beauty (1999),Jumanji (1995),In the Line of Fire (1993),Waterworld (1995),Toy Story (1995),Fight Club (1999)
350,"Godfather: Part II, The (1974)",Indiana Jones and the Last Crusade (1989),"Matrix, The (1999)",Star Wars: Episode I - The Phantom Menace (1999),"Terminator, The (1984)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Trek II: The Wrath of Khan (1982),Indiana Jones and the Temple of Doom (1984),Saving Private Ryan (1998),One Flew Over the Cuckoo's Nest (1975),Die Hard (1988),E.T. the Extra-Terrestrial (1982),X-Men (2000),Alien (1979),Aliens (1986),Cabin Boy (1994),"Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),Problem Child (1990),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Fight Club (1999),Forrest Gump (1994),Sorority Boys (2002),"Dream Team, The (1989)",Apocalypse Now (1979)
351,Contraband (2012),Saw VI (2009),Saw V (2008),Elite Squad (Tropa de Elite) (2007),Greenberg (2010),Time Out (L'emploi du temps) (2001),On the Ropes (1999),"Four Seasons, The (1981)",Continental Divide (1981),Hollywood Shuffle (1987),Lumumba (2000),Julien Donkey-Boy (1999),"Broken Hearts Club, The (2000)",Fall (1997),"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Pushing Hands (Tui shou) (1992),Power Rangers (2017),Batman: The Killing Joke (2016),Superman/Batman: Public Enemies (2009),LEGO Batman: The Movie - DC Heroes Unite (2013),Son of the Mask (2005),Kid's Story (2003),A Detective Story (2003),Green Lantern: First Flight (2009),Ringu 0: Bâsudei (2000)
352,"Greatest Game Ever Played, The (2005)","Monsters, Inc. (2001)",Max Keeble's Big Move (2001),X-Men: Apocalypse (2016),Indiana Jones and the Last Crusade (1989),Jack the Giant Slayer (2013),Horrible Bosses 2 (2014),X2: X-Men United (2003),"Pacifier, The (2005)",Spider-Man (2002),Slither (2006),Scary Movie 3 (2003),Bubba Ho-tep (2002),Back to the Future (1985),Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 1 (2003),"Beautiful Mind, A (2001)",Apocalypse Now (1979),Independence Day: Resurgence (2016),The Brothers Grimsby (2016),Demolition (2016),Observe and Report (2009),The Interview (2014),Die Hard (1988),Pineapple Express (2008)
353,Waterworld (1995),Mad Love (1995),Crooklyn (1994),Mrs. Doubtfire (1993),Apollo 13 (1995),Candyman: Farewell to the Flesh (1995),Independence Day (a.k.a. ID4) (1996),Schindler's List (1993),Forrest Gump (1994),Saving Private Ryan (1998),Heart Condition (1990),"Matrix, The (1999)",American Beauty (1999),Mission: Impossible (1996),Home Alone (1990),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Return of the King, The (2003)",Toy Story 2 (1999),Fargo (1996),Fight Club (1999),Groundhog Day (1993),Back to the Future (1985),Nightwatch (1997),Deadly Friend (1986)
354,Clear and Present Danger (1994),Stargate (1994),"New World, The (2005)",For Your Eyes Only (1981),Ghost (1990),X2: X-Men United (2003),Sin City (2005),Mrs. Doubtfire (1993),Dances with Wolves (1990),Cliffhanger (1993),Batman Begins (2005),Waterworld (1995),Braveheart (1995),"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Crimson Tide (1995),"Little Mermaid, The (1989)",Inception (2010),Octopussy (1983),Never Say Never Again (1983),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Outbreak (1995),Transformers: Revenge of the Fallen (2009),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),On the Town (1949),Evolution (2001)
355,Radioland Murders (1994),For a Few Dollars More (Per qualche dollaro in più) (1965),Indiana Jones and the Last Crusade (1989),RoboCop (1987),True Lies (1994),Max Dugan Returns (1983),Face/Off (1997),Kitchen Stories (Salmer fra kjøkkenet) (2003),Notorious (1946),Star Wars: Episode VI - Return of the Jedi (1983),"Terminator, The (1984)",Pulp Fiction (1994),Vibes (1988),Heart and Souls (1993),Apollo 13 (1995),Waterworld (1995),Star Wars: Episode IV - A New Hope (1977),Back to the Future (1985),Batman (1989),Star Wars: Episode II - Attack of the Clones (2002),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Star Trek: Generations (1994),X-Men (2000),Indiana Jones and the Temple of Doom (1984),Outbreak (1995)
356,"Pride of the Yankees, The (1942)","Invasion, The (2007)",Moonlight Mile (2002),Sweet Sixteen (2002),"Son's Room, The (Stanza del figlio, La) (2001)","Barbarian Invasions, The (Les invasions barbares) (2003)",Standing in the Shadows of Motown (2002),"Benchwarmers, The (2006)",Grandma's Boy (2006),Crossroads (1986),Formula 51 (2001),"Idiots, The (Idioterne) (1998)",Maurice (1987),Eros (2004),Fellini's Casanova (Il Casanova di Federico Fellini) (1976),"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)","Leopard, The (Gattopardo, Il) (1963)",Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Outsourced (2006),Winds of the Wasteland (1936),Norbit (2007),Open Water 2: Adrift (2006),Strictly Sexual (2008),"Firm, The (2009)",Bella (2006)
357,Last Days (2005),All About the Benjamins (2002),We Own the Night (2007),"Hoax, The (2007)",Sherlock Jr. (1924),Mr. Deeds Goes to Town (1936),"Black Stallion Returns, The (1983)",Angel Eyes (2001),"Boy Who Could Fly, The (1986)",Date with an Angel (1987),Soapdish (1991),Alice (2009),"Last Legion, The (2007)",Earthsea (Legend of Earthsea) (2004),FairyTale: A True Story (1997),Zoom (2006),Cirque du Freak: The Vampire's Assistant (2009),"Hunt For Gollum, The (2009)",Dead Like Me: Life After Death (2009),Animal Farm (1954),Merlin (1998),Who Killed Chea Vichea? (2010),Monster in a Box (1992),Moonlight,Indignation (2016)
358,Harry Potter and the Deathly Hallows: Part 1 (2010),Must Love Dogs (2005),Clockstoppers (2002),Harry Potter and the Deathly Hallows: Part 2 (2011),John Adams (2008),Pickup on South Street (1953),Tucker: The Man and His Dream (1988),Hollywood Ending (2002),Sunshine (1999),Best Worst Movie (2009),More (1998),Voices of a Distant Star (Hoshi no koe) (2003),Nothing (2003),Shock Corridor (1963),Up (2009),Agent Cody Banks (2003),Prime (2005),Iron Man (2008),The Hitman's Bodyguard (2017),Hannibal Rising (2007),Legal Eagles (1986),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Annapolis (2006),Gridiron Gang (2006),Stop-Loss (2008)
359,Conquest of the Planet of the Apes (1972),"Monsters, Inc. (2001)","Pirate Movie, The (1982)","Tall Guy, The (1989)",Nicholas Nickleby (2002),Paradise Now (2005),Biloxi Blues (1988),"Notorious Bettie Page, The (2005)","History Boys, The (2006)",Real Women Have Curves (2002),18 Again! (1988),Gross Anatomy (a.k.a. A Cut Above) (1989),Deliver Us from Evil (2006),Salaam Bombay! (1988),Heaven (2002),Lenny (1974),Stevie (2002),Northfork (2003),"Passage to India, A (1984)",My Demon Lover (1987),All the Real Girls (2003),"Incredibles, The (2004)",Braveheart (1995),Pretty Woman (1990),Shrek 2 (2004)
360,"Gas, Food, Lodging (1992)",Comic Book Villains (2002),Let It Ride (1989),Leonard Part 6 (1987),Man's Best Friend (1993),"Principal, The (1987)",Tully (2000),"Adventures of Ford Fairlane, The (1990)",Kuffs (1992),My Boyfriend's Back (1993),"Babe, The (1992)",Formula 51 (2001),Gerry (2002),Valley Girl (1983),"I, Tonya (2017)",Tough Guys (1986),Delirious (1991),Hoodlum (1997),"Daytrippers, The (1996)",Major League II (1994),Air Bud: Golden Receiver (1998),Beyond the Poseidon Adventure (1979),Steel (1997),Career Girls (1997),Men in Black (a.k.a. MIB) (1997)
361,"Godfather: Part II, The (1974)",Wallace & Gromit: The Wrong Trousers (1993),Star Trek IV: The Voyage Home (1986),Mary Poppins (1964),Star Trek III: The Search for Spock (1984),Jurassic Park (1993),Walking Tall (2004),"Lord of the Rings: The Two Towers, The (2002)","Terminator, The (1984)",Braveheart (1995),Back to the Future (1985),Coach Carter (2005),Kill Bill: Vol. 1 (2003),Batman (1989),Stealing Harvard (2002),"Claim, The (2000)",Superbad (2007),"Fugitive, The (1993)",Die Hard: With a Vengeance (1995),Home Alone (1990),Star Trek VI: The Undiscovered Country (1991),"Monsters, Inc. (2001)","Incredibles, The (2004)","Fifth Element, The (1997)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
362,Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Project A ('A' gai waak) (1983),"Fearless Hyena, The (Xiao quan guai zhao) (1979)",Flesh & Blood (1985),Ewoks: The Battle for Endor (1985),"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",Police Story (Ging chaat goo si) (1985),Police Story 2 (Ging chaat goo si juk jaap) (1988),Wendigo (2001),Blood: The Last Vampire (2000),Tokyo Drifter (Tôkyô nagaremono) (1966),"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Versus (2000),Crime Story (Zhong an zu) (1993),Memoirs of an Invisible Man (1992),Blind Fury (1989),"Great Yokai War, The (Yôkai daisensô) (2005)",Start the Revolution Without Me (1970),Sorry to Bother You (2018),Fat City (1972),Ship of Fools (1965),Genghis Blues (1999),Devil Dog: The Hound of Hell (1978)
363,Star Wars: Episode VI - Return of the Jedi (1983),Austin Powers: The Spy Who Shagged Me (1999),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Indiana Jones and the Last Crusade (1989),"Sixth Sense, The (1999)",Star Wars: Episode I - The Phantom Menace (1999),"Incredibles, The (2004)","Lord of the Rings: The Two Towers, The (2002)","Terminator, The (1984)",Batman Begins (2005),Gladiator (2000),Alien (1979),Back to the Future (1985),Aliens (1986),Blade Runner 2049 (2017),"Dark Knight, The (2008)",Die Hard (1988),Batman (1989),Spider-Man (2002),Rogue One: A Star Wars Story (2016),Independence Day (a.k.a. ID4) (1996),Men in Black (a.k.a. MIB) (1997),Indiana Jones and the Temple of Doom (1984),Braveheart (1995),Saving Private Ryan (1998)
364,"Godfather: Part II, The (1974)",Indiana Jones and the Last Crusade (1989),"Matrix, The (1999)",Star Wars: Episode I - The Phantom Menace (1999),"Terminator, The (1984)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Goodfellas (1990),Star Trek II: The Wrath of Khan (1982),Indiana Jones and the Temple of Doom (1984),Saving Private Ryan (1998),One Flew Over the Cuckoo's Nest (1975),Die Hard (1988),E.T. the Extra-Terrestrial (1982),X-Men (2000),Alien (1979),Aliens (1986),Braveheart (1995),"Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Fight Club (1999),Forrest Gump (1994),Terminator 2: Judgment Day (1991),Reservoir Dogs (1992),Pulp Fiction (1994)
365,World of Tomorrow (2015),Cake (2014),Need for Speed (2014),Sukiyaki Western Django (2008),Everything Must Go (2010),"Reaping, The (2007)",Lockout (2012),Observe and Report (2009),Independence Day: Resurgence (2016),"Exorcism of Emily Rose, The (2005)",The Wedding Ringer (2015),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Pulp Fiction (1994),Four Christmases (2008),"Switch, The (2010)",Dumb and Dumber To (2014),Miss March (2009),Guess Who (2005),Red Heat (1988),Iliza Shlesinger: Freezing Hot (2015),Jack Whitehall: At Large (2017),Christina P: Mother Inferior (2017),Pawn Sacrifice (2015),Red Tails (2012),What Time Is It There? (Ni neibian jidian) (2001)
366,Jurassic Park (1993),"Lord of the Rings: The Two Towers, The (2002)",Avatar (2009),Shrek (2001),"Matrix, The (1999)","Terminator, The (1984)",John Wick (2014),Finding Nemo (2003),Goodfellas (1990),WALL·E (2008),Speed (1994),Pirates of the Caribbean: Dead Man's Chest (2006),Batman (1989),"Monsters, Inc. (2001)","Fugitive, The (1993)",Spider-Man 2 (2004),Ocean's Eleven (2001),Iron Man 2 (2010),"Sixth Sense, The (1999)",Star Wars: Episode VII - The Force Awakens (2015),Apocalypse Now (1979),Shrek 2 (2004),Full Metal Jacket (1987),Indiana Jones and the Temple of Doom (1984),"Bourne Identity, The (2002)"
367,Max Dugan Returns (1983),"Good Thief, The (2002)",Mountains of the Moon (1990),Tom Horn (1980),Hideous Kinky (1998),Talent for the Game (1991),Switchback (1997),Evelyn (2002),Head On (1998),Brigham City (2001),Vibes (1988),Circus (2000),"Allnighter, The (1987)","Devil and Max Devlin, The (1981)",If Lucy Fell (1996),"Brass Teapot, The (2012)",Plastic (2014),Company Man (2000),"Men, Women & Children (2014)",Where's Marlowe? (1998),Sword of Vengeance (2014),American Fable (2017),Mercury Plains (2016),Colonia (2016),Swelter (2014)
368,"Incredible Shrinking Woman, The (1981)",Sea of Love (1989),Great Balls of Fire! (1989),Wild Orchid (1990),Who's That Girl? (1987),Nico and Dani (Krámpack) (2000),Fat Girl (À ma soeur!) (2001),Human Traffic (1999),Gunga Din (1939),Andre (1994),Star Trek VI: The Undiscovered Country (1991),1941 (1979),Halloween III: Season of the Witch (1982),Amityville 3-D (1983),"Boy Who Could Fly, The (1986)",Paint Your Wagon (1969),"Gate, The (1987)",Puppet Master 5: The Final Chapter (1994),Private School (1983),"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)","Handmaid's Tale, The (1990)",Ghost Story (1981),Cure (1997),"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Puppet Master 4 (1993)
369,Blue Car (2002),"Dancer Upstairs, The (2002)",Love Liza (2002),"Shape of Things, The (2003)",Angel Eyes (2001),Tsotsi (2005),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Getting Even with Dad (1994),Hamlet (1948),"Impostors, The (1998)",All the Real Girls (2003),Rare Birds (2001),Gross Anatomy (a.k.a. A Cut Above) (1989),Jesus' Son (1999),Dark Blue World (Tmavomodrý svet) (2001),Real Women Have Curves (2002),"Cat's Meow, The (2002)",Paradise Now (2005),Get Real (1998),"Tall Guy, The (1989)","Pirate Movie, The (1982)",RoboCop (1987),Up (2009),"Spy Who Loved Me, The (1977)",Star Trek III: The Search for Spock (1984)
370,"Monsters, Inc. (2001)","Fugitive, The (1993)",Clear and Present Danger (1994),Stargate (1994),Spider-Man (2002),Speed (1994),"Lion King, The (1994)",Die Hard: With a Vengeance (1995),Batman Forever (1995),Aliens (1986),Die Hard (1988),Total Recall (1990),Alien (1979),Ace Ventura: Pet Detective (1994),Dances with Wolves (1990),Cliffhanger (1993),RoboCop (1987),"Beautiful Mind, A (2001)",Waterworld (1995),Lethal Weapon (1987),Mrs. Doubtfire (1993),Aladdin (1992),Braveheart (1995),300 (2007),Independence Day (a.k.a. ID4) (1996)
371,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Deathly Hallows: Part 2 (2011),True Lies (1994),Escaflowne: The Movie (Escaflowne) (2000),Saving Private Ryan (1998),"Fugitive, The (1993)",Batman & Robin (1997),"Smurfs, The (2011)","Smurfs 2, The (2013)",Harry Potter and the Order of the Phoenix (2007),Jurassic Park (1993),Dances with Wolves (1990),X2: X-Men United (2003),Terminator 2: Judgment Day (1991),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Spider-Man (2002),Minority Report (2002),Forrest Gump (1994),Harry Potter and the Goblet of Fire (2005),Our Brand Is Crisis (2015),Percy Jackson: Sea of Monsters (2013),London Has Fallen (2016),Jack Ryan: Shadow Recruit (2014),Goosebumps (2015)
372,Time Code (2000),Goodbye Lover (1999),Man's Best Friend (1993),Comic Book Villains (2002),Under Suspicion (2000),Point Blank (1967),"Like Father, Like Son (1987)",Leap of Faith (1992),"Anniversary Party, The (2001)",Silkwood (1983),Adventures in Plymptoons! (2011),Pusher III: I'm the Angel of Death (2005),Christopher Columbus: The Discovery (1992),Between the Folds (2008),London (2005),Headshot (2011),Teknolust (2002),Other People's Money (1991),Mortal Kombat: The Journey Begins (1995),Best of the Best (1989),Heaven and Earth (Ten to Chi to) (1990),Class Act (1992),Pusher (1996),Legionnaire (1998),Pusher II: With Blood on My Hands (2004)
373,"Terminator, The (1984)",True Lies (1994),Stargate (1994),Bambi (1942),Independence Day (a.k.a. ID4) (1996),Pretty Woman (1990),Reservoir Dogs (1992),While You Were Sleeping (1995),Fargo (1996),Goodfellas (1990),Beauty and the Beast (1991),Aliens (1986),Die Hard: With a Vengeance (1995),Indiana Jones and the Last Crusade (1989),Apocalypse Now (1979),"Godfather, The (1972)",Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Little Mermaid, The (1989)","Godfather: Part II, The (1974)",Star Wars: Episode VI - Return of the Jedi (1983),Star Trek: Generations (1994),"Lord of the Rings: The Return of the King, The (2003)",Toy Story 2 (1999),Aladdin (1992),Rear Window (1954)
